eval_run_id,timestamp,profile,rating,rank,games_played
"20260223_001921_12100_12100","2026-02-23T00:19:21.472717400Z","Pauper-Elves",1500.000000,1,0
"20260223_003448_12300_12300","2026-02-23T00:34:48.346248800Z","Pauper-Elves",1500.000000,1,0
"20260223_004455_12500_12500","2026-02-23T00:44:55.737630300Z","Pauper-Elves",1500.000000,1,0
"20260223_005438_12700_12700","2026-02-23T00:54:38.262234400Z","Pauper-Elves",1500.000000,1,0
"20260223_010453_12700_12700","2026-02-23T01:04:53.349262300Z","Pauper-Elves",1500.000000,1,0
"20260223_021009_13200_13200","2026-02-23T02:10:09.685949Z","Pauper-Elves",1500.000000,1,0
"20260223_024040_13500_13500","2026-02-23T02:40:40.468138400Z","Pauper-Elves",1500.000000,1,0
