episode,turns,won,opponent_type,rl_total,rl_action_head,rl_target_head,rl_card_select_head,opp_total,opp_action_head,opp_target_head,opp_card_select_head
100212,12,0,ComputerPlayer7,40,39,1,0,0,0,0,0
100208,17,1,ComputerPlayer7,52,51,1,0,0,0,0,0
100218,12,0,ComputerPlayer7,42,40,2,0,0,0,0,0
100067,35,0,ComputerPlayer7,214,199,8,7,0,0,0,0
100235,16,0,ComputerPlayer7,3,2,1,0,0,0,0,0
100200,16,0,ComputerPlayer7,49,46,3,0,0,0,0,0
100197,23,1,ComputerPlayer7,73,60,10,3,0,0,0,0
100161,28,0,ComputerPlayer7,112,100,7,5,0,0,0,0
100173,21,1,ComputerPlayer7,98,86,8,4,0,0,0,0
100211,16,0,ComputerPlayer7,65,57,3,5,0,0,0,0
100163,16,0,ComputerPlayer7,78,76,2,0,0,0,0,0
100199,16,0,ComputerPlayer7,55,51,2,2,0,0,0,0
100145,20,0,ComputerPlayer7,95,92,3,0,0,0,0,0
100205,20,0,ComputerPlayer7,79,62,4,13,0,0,0,0
100245,12,0,ComputerPlayer7,2,2,0,0,0,0,0,0
100191,20,0,ComputerPlayer7,97,92,2,3,0,0,0,0
100220,14,0,ComputerPlayer7,51,48,2,1,0,0,0,0
100214,19,1,ComputerPlayer7,55,50,5,0,0,0,0,0
100217,16,0,ComputerPlayer7,46,44,2,0,0,0,0,0
100209,12,0,ComputerPlayer7,67,66,1,0,0,0,0,0
100232,14,0,ComputerPlayer7,41,30,3,8,0,0,0,0
100174,24,0,ComputerPlayer7,101,99,2,0,0,0,0,0
100204,14,0,ComputerPlayer7,72,69,3,0,0,0,0,0
100230,12,0,ComputerPlayer7,42,36,2,4,0,0,0,0
100223,14,0,ComputerPlayer7,76,68,3,5,0,0,0,0
100165,21,1,ComputerPlayer7,141,137,4,0,0,0,0,0
100177,18,0,ComputerPlayer7,96,91,5,0,0,0,0,0
100253,12,0,ComputerPlayer7,20,20,0,0,0,0,0,0
100239,22,0,ComputerPlayer7,28,27,1,0,0,0,0,0
100221,22,0,ComputerPlayer7,57,55,2,0,0,0,0,0
100234,14,0,ComputerPlayer7,27,26,1,0,0,0,0,0
100196,20,0,ComputerPlayer7,84,82,2,0,0,0,0,0
100247,16,0,ComputerPlayer7,28,24,0,4,0,0,0,0
100215,14,0,ComputerPlayer7,81,79,2,0,0,0,0,0
100257,18,0,ComputerPlayer7,13,11,2,0,0,0,0,0
100258,10,0,ComputerPlayer7,17,16,0,1,0,0,0,0
100227,18,0,ComputerPlayer7,65,64,1,0,0,0,0,0
100254,16,0,ComputerPlayer7,11,11,0,0,0,0,0,0
100225,22,0,ComputerPlayer7,81,69,6,6,0,0,0,0
100242,14,0,ComputerPlayer7,46,40,5,1,0,0,0,0
100240,16,0,ComputerPlayer7,42,42,0,0,0,0,0,0
100238,20,0,ComputerPlayer7,46,36,2,8,0,0,0,0
100219,20,0,ComputerPlayer7,73,67,6,0,0,0,0,0
100175,32,0,ComputerPlayer7,143,129,5,9,0,0,0,0
100243,17,1,ComputerPlayer7,40,39,1,0,0,0,0,0
100260,12,0,ComputerPlayer7,37,37,0,0,0,0,0,0
100251,8,0,ComputerPlayer7,33,31,1,1,0,0,0,0
100229,20,0,ComputerPlayer7,76,60,6,10,0,0,0,0
100228,19,1,ComputerPlayer7,86,77,9,0,0,0,0,0
100267,8,0,ComputerPlayer7,24,20,3,1,0,0,0,0
100276,12,0,ComputerPlayer7,9,8,0,1,0,0,0,0
100262,17,1,ComputerPlayer7,20,20,0,0,0,0,0,0
100213,18,0,ComputerPlayer7,122,116,3,3,0,0,0,0
100279,12,0,ComputerPlayer7,31,31,0,0,0,0,0,0
100237,24,0,ComputerPlayer7,61,56,2,3,0,0,0,0
100264,16,0,ComputerPlayer7,36,34,2,0,0,0,0,0
100210,26,0,ComputerPlayer7,105,94,11,0,0,0,0,0
100248,20,0,ComputerPlayer7,42,37,3,2,0,0,0,0
100268,10,0,ComputerPlayer7,22,20,2,0,0,0,0,0
100275,12,0,ComputerPlayer7,15,15,0,0,0,0,0,0
100233,25,1,ComputerPlayer7,88,76,6,6,0,0,0,0
100271,14,0,ComputerPlayer7,26,23,0,3,0,0,0,0
100236,23,1,ComputerPlayer7,69,52,4,13,0,0,0,0
100256,16,0,ComputerPlayer7,46,39,4,3,0,0,0,0
100250,18,0,ComputerPlayer7,76,68,5,3,0,0,0,0
100226,30,0,ComputerPlayer7,111,96,13,2,0,0,0,0
100246,23,1,ComputerPlayer7,74,62,8,4,0,0,0,0
100288,10,0,ComputerPlayer7,12,10,2,0,0,0,0,0
100252,20,0,ComputerPlayer7,64,55,5,4,0,0,0,0
100274,14,0,ComputerPlayer7,41,34,1,6,0,0,0,0
100259,17,1,ComputerPlayer7,59,53,3,3,0,0,0,0
100284,16,0,ComputerPlayer7,22,19,0,3,0,0,0,0
100255,14,0,ComputerPlayer7,66,61,3,2,0,0,0,0
100207,55,0,ComputerPlayer7,130,120,10,0,0,0,0,0
100269,22,0,ComputerPlayer7,33,29,4,0,0,0,0,0
100265,15,0,ComputerPlayer7,66,45,9,12,0,0,0,0
100231,26,0,ComputerPlayer7,92,80,4,8,0,0,0,0
100249,16,0,ComputerPlayer7,98,93,1,4,0,0,0,0
100241,16,0,ComputerPlayer7,91,87,4,0,0,0,0,0
100273,20,0,ComputerPlayer7,58,49,7,2,0,0,0,0
100305,10,0,ComputerPlayer7,17,17,0,0,0,0,0,0
100282,17,1,ComputerPlayer7,44,36,6,2,0,0,0,0
100261,18,0,ComputerPlayer7,75,71,4,0,0,0,0,0
100266,17,1,ComputerPlayer7,66,64,2,0,0,0,0,0
100283,20,0,ComputerPlayer7,39,32,4,3,0,0,0,0
100244,21,1,ComputerPlayer7,117,105,6,6,0,0,0,0
100285,16,0,ComputerPlayer7,54,48,3,3,0,0,0,0
100293,15,1,ComputerPlayer7,43,34,8,1,0,0,0,0
100272,25,1,ComputerPlayer7,51,40,1,10,0,0,0,0
100290,15,0,ComputerPlayer7,42,40,2,0,0,0,0,0
100299,12,0,ComputerPlayer7,47,45,1,1,0,0,0,0
100301,22,0,ComputerPlayer7,39,37,2,0,0,0,0,0
100300,16,0,ComputerPlayer7,40,40,0,0,0,0,0,0
100296,22,0,ComputerPlayer7,51,45,2,4,0,0,0,0
100295,14,0,ComputerPlayer7,54,48,4,2,0,0,0,0
100281,23,1,ComputerPlayer7,71,67,2,2,0,0,0,0
100263,26,0,ComputerPlayer7,80,60,6,14,0,0,0,0
100307,12,0,ComputerPlayer7,43,32,2,9,0,0,0,0
100270,18,0,ComputerPlayer7,96,90,6,0,0,0,0,0
100292,20,0,ComputerPlayer7,61,52,3,6,0,0,0,0
100286,17,1,ComputerPlayer7,64,63,1,0,0,0,0,0
100314,14,0,ComputerPlayer7,39,39,0,0,0,0,0,0
100312,10,0,ComputerPlayer7,38,35,3,0,0,0,0,0
100287,20,0,ComputerPlayer7,53,49,4,0,0,0,0,0
100308,20,0,ComputerPlayer7,65,58,5,2,0,0,0,0
100297,25,1,ComputerPlayer7,71,59,7,5,0,0,0,0
100324,16,0,ComputerPlayer7,15,12,0,3,0,0,0,0
100291,26,0,ComputerPlayer7,38,33,4,1,0,0,0,0
100304,22,0,ComputerPlayer7,36,31,5,0,0,0,0,0
100331,10,0,ComputerPlayer7,39,39,0,0,0,0,0,0
100277,22,0,ComputerPlayer7,131,121,5,5,0,0,0,0
100278,24,0,ComputerPlayer7,68,64,4,0,0,0,0,0
100317,12,0,ComputerPlayer7,43,36,6,1,0,0,0,0
100310,12,0,ComputerPlayer7,59,57,2,0,0,0,0,0
100280,26,0,ComputerPlayer7,101,77,17,7,0,0,0,0
100334,10,0,ComputerPlayer7,31,29,1,1,0,0,0,0
100336,14,0,ComputerPlayer7,25,20,5,0,0,0,0,0
100302,18,0,ComputerPlayer7,78,73,5,0,0,0,0,0
100329,15,1,ComputerPlayer7,45,43,2,0,0,0,0,0
100348,10,0,ComputerPlayer7,3,3,0,0,0,0,0,0
100303,16,0,ComputerPlayer7,78,73,5,0,0,0,0,0
100325,10,0,ComputerPlayer7,49,48,1,0,0,0,0,0
100313,20,0,ComputerPlayer7,63,52,9,2,0,0,0,0
100316,16,0,ComputerPlayer7,66,65,1,0,0,0,0,0
100332,15,1,ComputerPlayer7,52,47,3,2,0,0,0,0
100333,24,0,ComputerPlayer7,51,50,1,0,0,0,0,0
100337,18,0,ComputerPlayer7,38,34,2,2,0,0,0,0
100335,14,0,ComputerPlayer7,48,46,2,0,0,0,0,0
100315,22,0,ComputerPlayer7,74,70,4,0,0,0,0,0
100327,14,0,ComputerPlayer7,58,56,2,0,0,0,0,0
100328,17,1,ComputerPlayer7,56,50,6,0,0,0,0,0
100186,52,0,ComputerPlayer7,242,219,14,9,0,0,0,0
100326,18,0,ComputerPlayer7,51,44,5,2,0,0,0,0
100344,14,0,ComputerPlayer7,30,29,1,0,0,0,0,0
100320,22,0,ComputerPlayer7,52,47,4,1,0,0,0,0
100339,12,0,ComputerPlayer7,38,34,2,2,0,0,0,0
100294,32,0,ComputerPlayer7,102,99,3,0,0,0,0,0
100347,12,0,ComputerPlayer7,27,27,0,0,0,0,0,0
100319,16,0,ComputerPlayer7,70,67,3,0,0,0,0,0
100298,27,1,ComputerPlayer7,110,88,8,14,0,0,0,0
100357,14,0,ComputerPlayer7,29,29,0,0,0,0,0,0
100322,18,0,ComputerPlayer7,73,73,0,0,0,0,0,0
100330,18,0,ComputerPlayer7,80,78,1,1,0,0,0,0
100323,12,0,ComputerPlayer7,69,67,2,0,0,0,0,0
100359,14,0,ComputerPlayer7,36,35,0,1,0,0,0,0
100355,12,0,ComputerPlayer7,35,34,1,0,0,0,0,0
100368,10,0,ComputerPlayer7,29,29,0,0,0,0,0,0
100351,18,0,ComputerPlayer7,51,45,0,6,0,0,0,0
100378,8,0,ComputerPlayer7,11,11,0,0,0,0,0,0
100343,19,1,ComputerPlayer7,67,60,3,4,0,0,0,0
100376,14,0,ComputerPlayer7,15,15,0,0,0,0,0,0
100374,10,0,ComputerPlayer7,17,12,2,3,0,0,0,0
100340,14,0,ComputerPlayer7,47,37,9,1,0,0,0,0
100338,16,0,ComputerPlayer7,78,71,6,1,0,0,0,0
100358,14,0,ComputerPlayer7,41,35,4,2,0,0,0,0
100346,17,1,ComputerPlayer7,62,61,1,0,0,0,0,0
100289,22,0,ComputerPlayer7,88,85,3,0,0,0,0,0
100361,20,0,ComputerPlayer7,50,46,0,4,0,0,0,0
100352,18,0,ComputerPlayer7,62,57,3,2,0,0,0,0
100387,10,0,ComputerPlayer7,14,13,0,1,0,0,0,0
100321,21,1,ComputerPlayer7,88,83,5,0,0,0,0,0
100366,18,0,ComputerPlayer7,52,46,2,4,0,0,0,0
100353,16,0,ComputerPlayer7,43,38,5,0,0,0,0,0
100360,12,0,ComputerPlayer7,45,41,2,2,0,0,0,0
100318,32,0,ComputerPlayer7,89,80,4,5,0,0,0,0
100377,20,0,ComputerPlayer7,45,42,0,3,0,0,0,0
100370,16,0,ComputerPlayer7,68,66,2,0,0,0,0,0
100384,14,0,ComputerPlayer7,28,24,3,1,0,0,0,0
100373,14,0,ComputerPlayer7,40,38,2,0,0,0,0,0
100341,24,0,ComputerPlayer7,71,64,7,0,0,0,0,0
100372,12,0,ComputerPlayer7,39,34,2,3,0,0,0,0
100342,24,0,ComputerPlayer7,102,95,7,0,0,0,0,0
100389,16,0,ComputerPlayer7,24,24,0,0,0,0,0,0
100345,14,0,ComputerPlayer7,66,63,3,0,0,0,0,0
100383,16,0,ComputerPlayer7,29,27,2,0,0,0,0,0
100394,14,0,ComputerPlayer7,36,36,0,0,0,0,0,0
100409,12,0,ComputerPlayer7,9,8,0,1,0,0,0,0
100309,36,0,ComputerPlayer7,124,113,4,7,0,0,0,0
100410,12,0,ComputerPlayer7,27,27,0,0,0,0,0,0
100356,20,0,ComputerPlayer7,86,86,0,0,0,0,0,0
100363,20,0,ComputerPlayer7,74,66,8,0,0,0,0,0
100382,16,0,ComputerPlayer7,66,58,6,2,0,0,0,0
100379,14,0,ComputerPlayer7,57,51,4,2,0,0,0,0
100388,16,0,ComputerPlayer7,70,67,2,1,0,0,0,0
100362,24,0,ComputerPlayer7,95,74,7,14,0,0,0,0
100350,25,1,ComputerPlayer7,97,93,4,0,0,0,0,0
100396,12,0,ComputerPlayer7,50,49,1,0,0,0,0,0
100306,34,0,ComputerPlayer7,162,141,14,7,0,0,0,0
100413,12,0,ComputerPlayer7,17,16,0,1,0,0,0,0
100311,31,1,ComputerPlayer7,152,144,8,0,0,0,0,0
100398,18,0,ComputerPlayer7,37,29,6,2,0,0,0,0
100423,10,0,ComputerPlayer7,12,12,0,0,0,0,0,0
100367,22,0,ComputerPlayer7,118,109,3,6,0,0,0,0
100349,24,0,ComputerPlayer7,105,102,3,0,0,0,0,0
100404,17,1,ComputerPlayer7,51,50,1,0,0,0,0,0
100419,14,0,ComputerPlayer7,25,25,0,0,0,0,0,0
100364,27,1,ComputerPlayer7,107,99,7,1,0,0,0,0
100365,32,0,ComputerPlayer7,85,76,8,1,0,0,0,0
100395,15,1,ComputerPlayer7,56,54,2,0,0,0,0,0
100418,10,0,ComputerPlayer7,38,38,0,0,0,0,0,0
100391,18,0,ComputerPlayer7,75,62,8,5,0,0,0,0
100422,14,0,ComputerPlayer7,28,27,0,1,0,0,0,0
100380,24,0,ComputerPlayer7,84,76,7,1,0,0,0,0
100433,14,0,ComputerPlayer7,6,5,1,0,0,0,0,0
100406,23,1,ComputerPlayer7,65,61,2,2,0,0,0,0
100371,29,1,ComputerPlayer7,150,138,7,5,0,0,0,0
100375,20,0,ComputerPlayer7,102,87,13,2,0,0,0,0
100405,22,0,ComputerPlayer7,55,46,7,2,0,0,0,0
100385,15,1,ComputerPlayer7,67,67,0,0,0,0,0,0
100393,19,1,ComputerPlayer7,76,72,4,0,0,0,0,0
100411,18,0,ComputerPlayer7,58,58,0,0,0,0,0,0
100369,18,0,ComputerPlayer7,85,80,5,0,0,0,0,0
100415,12,0,ComputerPlayer7,49,48,1,0,0,0,0,0
100403,16,0,ComputerPlayer7,79,79,0,0,0,0,0,0
100424,14,0,ComputerPlayer7,45,42,0,3,0,0,0,0
100392,23,1,ComputerPlayer7,98,94,3,1,0,0,0,0
100417,12,0,ComputerPlayer7,54,52,2,0,0,0,0,0
100401,24,0,ComputerPlayer7,82,74,8,0,0,0,0,0
100429,13,1,ComputerPlayer7,31,30,1,0,0,0,0,0
100414,12,0,ComputerPlayer7,62,59,3,0,0,0,0,0
100386,51,1,ComputerPlayer7,135,118,8,9,0,0,0,0
100381,26,0,ComputerPlayer7,127,122,5,0,0,0,0,0
100421,18,0,ComputerPlayer7,55,43,8,4,0,0,0,0
100354,18,0,ComputerPlayer7,81,74,7,0,0,0,0,0
100416,18,0,ComputerPlayer7,82,73,4,5,0,0,0,0
100427,11,0,ComputerPlayer7,64,58,3,3,0,0,0,0
100456,8,0,ComputerPlayer7,27,27,0,0,0,0,0,0
100442,18,0,ComputerPlayer7,47,45,1,1,0,0,0,0
100407,36,0,ComputerPlayer7,102,87,9,6,0,0,0,0
100428,16,0,ComputerPlayer7,60,58,2,0,0,0,0,0
100434,14,0,ComputerPlayer7,45,42,3,0,0,0,0,0
100450,10,0,ComputerPlayer7,25,21,4,0,0,0,0,0
100435,20,0,ComputerPlayer7,46,42,1,3,0,0,0,0
100448,11,1,ComputerPlayer7,26,26,0,0,0,0,0,0
100443,19,1,ComputerPlayer7,41,36,0,5,0,0,0,0
100412,14,0,ComputerPlayer7,73,72,1,0,0,0,0,0
100446,15,1,ComputerPlayer7,45,44,0,1,0,0,0,0
100430,22,0,ComputerPlayer7,49,41,3,5,0,0,0,0
100461,12,0,ComputerPlayer7,33,31,2,0,0,0,0,0
100445,15,1,ComputerPlayer7,52,43,8,1,0,0,0,0
100460,13,0,ComputerPlayer7,45,43,2,0,0,0,0,0
100402,16,0,ComputerPlayer7,106,89,2,15,0,0,0,0
100397,20,0,ComputerPlayer7,104,99,5,0,0,0,0,0
100400,22,0,ComputerPlayer7,115,109,6,0,0,0,0,0
100437,14,0,ComputerPlayer7,56,56,0,0,0,0,0,0
100438,23,1,ComputerPlayer7,63,56,6,1,0,0,0,0
100447,12,0,ComputerPlayer7,45,38,5,2,0,0,0,0
100432,22,0,ComputerPlayer7,62,55,5,2,0,0,0,0
100455,18,0,ComputerPlayer7,32,29,3,0,0,0,0,0
100458,12,0,ComputerPlayer7,43,39,4,0,0,0,0,0
100453,16,0,ComputerPlayer7,44,43,1,0,0,0,0,0
100480,10,0,ComputerPlayer7,28,28,0,0,0,0,0,0
100457,14,0,ComputerPlayer7,51,39,1,11,0,0,0,0
100475,12,0,ComputerPlayer7,41,37,0,4,0,0,0,0
100449,12,0,ComputerPlayer7,55,52,3,0,0,0,0,0
100440,20,0,ComputerPlayer7,73,63,9,1,0,0,0,0
100426,22,0,ComputerPlayer7,118,105,6,7,0,0,0,0
100467,12,0,ComputerPlayer7,30,25,3,2,0,0,0,0
100483,12,0,ComputerPlayer7,34,33,1,0,0,0,0,0
100439,30,0,ComputerPlayer7,54,52,2,0,0,0,0,0
100465,18,0,ComputerPlayer7,39,31,4,4,0,0,0,0
100477,14,0,ComputerPlayer7,24,23,1,0,0,0,0,0
100431,30,0,ComputerPlayer7,93,87,5,1,0,0,0,0
100464,15,1,ComputerPlayer7,45,44,1,0,0,0,0,0
100470,16,0,ComputerPlayer7,38,33,4,1,0,0,0,0
100451,16,0,ComputerPlayer7,60,59,1,0,0,0,0,0
100444,21,1,ComputerPlayer7,81,79,2,0,0,0,0,0
100462,16,0,ComputerPlayer7,59,52,5,2,0,0,0,0
100490,16,0,ComputerPlayer7,35,35,0,0,0,0,0,0
100478,12,0,ComputerPlayer7,46,39,7,0,0,0,0,0
100472,16,0,ComputerPlayer7,71,64,3,4,0,0,0,0
100495,12,0,ComputerPlayer7,20,19,0,1,0,0,0,0
100474,22,0,ComputerPlayer7,59,54,0,5,0,0,0,0
100425,26,0,ComputerPlayer7,129,119,7,3,0,0,0,0
100502,12,0,ComputerPlayer7,27,27,0,0,0,0,0,0
100399,39,1,ComputerPlayer7,150,128,19,3,0,0,0,0
100484,12,0,ComputerPlayer7,32,31,1,0,0,0,0,0
100420,25,1,ComputerPlayer7,129,120,8,1,0,0,0,0
100482,20,0,ComputerPlayer7,46,41,4,1,0,0,0,0
100452,20,0,ComputerPlayer7,65,59,6,0,0,0,0,0
100471,16,0,ComputerPlayer7,74,69,2,3,0,0,0,0
100486,14,0,ComputerPlayer7,48,45,2,1,0,0,0,0
100501,8,0,ComputerPlayer7,40,39,1,0,0,0,0,0
100473,20,0,ComputerPlayer7,64,59,5,0,0,0,0,0
100390,45,1,ComputerPlayer7,198,182,11,5,0,0,0,0
100493,16,0,ComputerPlayer7,49,43,3,3,0,0,0,0
100498,18,0,ComputerPlayer7,51,50,1,0,0,0,0,0
100469,14,0,ComputerPlayer7,68,68,0,0,0,0,0,0
100463,16,0,ComputerPlayer7,87,84,3,0,0,0,0,0
100488,22,0,ComputerPlayer7,56,45,9,2,0,0,0,0
100408,34,0,ComputerPlayer7,141,122,11,8,0,0,0,0
100459,22,0,ComputerPlayer7,85,81,3,1,0,0,0,0
100481,31,1,ComputerPlayer7,83,80,3,0,0,0,0,0
100466,19,1,ComputerPlayer7,102,90,10,2,0,0,0,0
100517,12,0,ComputerPlayer7,23,22,1,0,0,0,0,0
100492,16,0,ComputerPlayer7,65,63,2,0,0,0,0,0
100496,13,1,ComputerPlayer7,64,61,0,3,0,0,0,0
100491,18,0,ComputerPlayer7,77,74,3,0,0,0,0,0
100505,14,0,ComputerPlayer7,37,35,2,0,0,0,0,0
100500,14,0,ComputerPlayer7,38,31,3,4,0,0,0,0
100503,12,0,ComputerPlayer7,36,34,2,0,0,0,0,0
100476,18,0,ComputerPlayer7,95,93,2,0,0,0,0,0
100479,18,0,ComputerPlayer7,91,88,3,0,0,0,0,0
100522,10,0,ComputerPlayer7,28,23,4,1,0,0,0,0
100514,12,0,ComputerPlayer7,26,25,1,0,0,0,0,0
100506,18,0,ComputerPlayer7,66,66,0,0,0,0,0,0
100519,10,0,ComputerPlayer7,47,45,1,1,0,0,0,0
100489,22,0,ComputerPlayer7,95,94,1,0,0,0,0,0
100533,12,0,ComputerPlayer7,17,15,0,2,0,0,0,0
100509,21,1,ComputerPlayer7,56,49,0,7,0,0,0,0
100508,12,0,ComputerPlayer7,49,49,0,0,0,0,0,0
100436,47,1,ComputerPlayer7,124,102,15,7,0,0,0,0
100507,24,0,ComputerPlayer7,50,46,3,1,0,0,0,0
100529,14,0,ComputerPlayer7,32,28,2,2,0,0,0,0
100532,10,0,ComputerPlayer7,26,26,0,0,0,0,0,0
100542,12,0,ComputerPlayer7,23,19,2,2,0,0,0,0
100485,36,0,ComputerPlayer7,83,79,4,0,0,0,0,0
100527,16,0,ComputerPlayer7,41,39,2,0,0,0,0,0
100441,28,0,ComputerPlayer7,170,160,8,2,0,0,0,0
100494,16,0,ComputerPlayer7,71,69,2,0,0,0,0,0
100537,8,0,ComputerPlayer7,29,28,1,0,0,0,0,0
100497,30,0,ComputerPlayer7,60,52,4,4,0,0,0,0
100531,18,0,ComputerPlayer7,30,28,2,0,0,0,0,0
100524,14,0,ComputerPlayer7,40,38,2,0,0,0,0,0
100550,10,0,ComputerPlayer7,16,16,0,0,0,0,0,0
100541,8,0,ComputerPlayer7,31,30,1,0,0,0,0,0
100539,16,0,ComputerPlayer7,36,32,4,0,0,0,0,0
100540,21,1,ComputerPlayer7,43,41,1,1,0,0,0,0
100511,18,0,ComputerPlayer7,70,64,6,0,0,0,0,0
100561,16,0,ComputerPlayer7,20,20,0,0,0,0,0,0
100528,17,1,ComputerPlayer7,68,68,0,0,0,0,0,0
100545,14,0,ComputerPlayer7,36,34,2,0,0,0,0,0
100516,21,1,ComputerPlayer7,90,77,10,3,0,0,0,0
100559,14,0,ComputerPlayer7,25,25,0,0,0,0,0,0
100510,18,0,ComputerPlayer7,71,65,6,0,0,0,0,0
100454,40,0,ComputerPlayer7,154,138,14,2,0,0,0,0
100555,14,0,ComputerPlayer7,32,29,3,0,0,0,0,0
100530,18,0,ComputerPlayer7,81,77,2,2,0,0,0,0
100534,19,1,ComputerPlayer7,51,47,3,1,0,0,0,0
100512,12,0,ComputerPlayer7,64,60,4,0,0,0,0,0
100567,10,0,ComputerPlayer7,16,16,0,0,0,0,0,0
100468,24,0,ComputerPlayer7,112,105,7,0,0,0,0,0
100564,12,0,ComputerPlayer7,25,23,2,0,0,0,0,0
100556,14,0,ComputerPlayer7,38,38,0,0,0,0,0,0
100562,13,1,ComputerPlayer7,41,35,5,1,0,0,0,0
100557,14,0,ComputerPlayer7,27,22,4,1,0,0,0,0
100560,17,1,ComputerPlayer7,59,57,0,2,0,0,0,0
100515,10,0,ComputerPlayer7,56,54,2,0,0,0,0,0
100554,16,0,ComputerPlayer7,57,51,4,2,0,0,0,0
100549,24,0,ComputerPlayer7,74,67,3,4,0,0,0,0
100520,21,1,ComputerPlayer7,97,89,3,5,0,0,0,0
100572,16,0,ComputerPlayer7,25,21,2,2,0,0,0,0
100548,19,1,ComputerPlayer7,61,51,4,6,0,0,0,0
100574,12,0,ComputerPlayer7,10,9,0,1,0,0,0,0
100558,22,0,ComputerPlayer7,58,52,3,3,0,0,0,0
100591,8,0,ComputerPlayer7,0,0,0,0,0,0,0,0
100578,12,0,ComputerPlayer7,18,18,0,0,0,0,0,0
100568,12,0,ComputerPlayer7,32,31,0,1,0,0,0,0
100575,16,0,ComputerPlayer7,30,24,2,4,0,0,0,0
100576,12,0,ComputerPlayer7,22,21,1,0,0,0,0,0
100535,22,0,ComputerPlayer7,67,61,5,1,0,0,0,0
100518,26,0,ComputerPlayer7,100,80,17,3,0,0,0,0
100579,10,0,ComputerPlayer7,31,28,3,0,0,0,0,0
100538,25,1,ComputerPlayer7,85,74,10,1,0,0,0,0
100526,30,0,ComputerPlayer7,110,90,8,12,0,0,0,0
100565,12,0,ComputerPlayer7,48,45,3,0,0,0,0,0
100504,19,1,ComputerPlayer7,136,122,7,7,0,0,0,0
100513,18,0,ComputerPlayer7,89,78,11,0,0,0,0,0
100581,14,0,ComputerPlayer7,30,30,0,0,0,0,0,0
100563,12,0,ComputerPlayer7,62,60,2,0,0,0,0,0
100547,22,0,ComputerPlayer7,86,83,3,0,0,0,0,0
100543,17,1,ComputerPlayer7,78,71,5,2,0,0,0,0
100552,12,0,ComputerPlayer7,58,56,2,0,0,0,0,0
100584,16,0,ComputerPlayer7,42,41,0,1,0,0,0,0
100544,46,0,ComputerPlayer7,99,93,6,0,0,0,0,0
100553,14,0,ComputerPlayer7,60,55,3,2,0,0,0,0
100525,30,0,ComputerPlayer7,134,118,5,11,0,0,0,0
100521,28,0,ComputerPlayer7,120,113,7,0,0,0,0,0
100523,24,0,ComputerPlayer7,145,124,7,14,0,0,0,0
100570,18,0,ComputerPlayer7,51,50,1,0,0,0,0,0
100569,14,0,ComputerPlayer7,60,52,6,2,0,0,0,0
100589,12,0,ComputerPlayer7,42,41,0,1,0,0,0,0
100566,25,1,ComputerPlayer7,81,72,5,4,0,0,0,0
100571,21,1,ComputerPlayer7,68,64,4,0,0,0,0,0
100611,10,0,ComputerPlayer7,12,11,0,1,0,0,0,0
100614,10,0,ComputerPlayer7,30,30,0,0,0,0,0,0
100582,21,1,ComputerPlayer7,63,50,8,5,0,0,0,0
100595,15,1,ComputerPlayer7,41,41,0,0,0,0,0,0
100577,18,0,ComputerPlayer7,69,61,6,2,0,0,0,0
100587,21,1,ComputerPlayer7,40,39,1,0,0,0,0,0
100610,8,0,ComputerPlayer7,39,38,1,0,0,0,0,0
100607,16,0,ComputerPlayer7,44,41,2,1,0,0,0,0
100617,14,0,ComputerPlayer7,15,14,1,0,0,0,0,0
100551,28,0,ComputerPlayer7,109,100,9,0,0,0,0,0
100546,18,0,ComputerPlayer7,89,84,4,1,0,0,0,0
100603,24,0,ComputerPlayer7,56,54,1,1,0,0,0,0
100583,19,1,ComputerPlayer7,81,77,3,1,0,0,0,0
100586,17,1,ComputerPlayer7,84,76,3,5,0,0,0,0
100536,26,0,ComputerPlayer7,120,107,9,4,0,0,0,0
100602,18,0,ComputerPlayer7,58,48,5,5,0,0,0,0
100594,28,0,ComputerPlayer7,52,50,2,0,0,0,0,0
100608,16,0,ComputerPlayer7,45,39,6,0,0,0,0,0
100499,46,0,ComputerPlayer7,156,148,8,0,0,0,0,0
100580,26,0,ComputerPlayer7,90,87,1,2,0,0,0,0
100606,19,1,ComputerPlayer7,59,53,5,1,0,0,0,0
100487,31,1,ComputerPlayer7,213,192,9,12,0,0,0,0
100592,26,0,ComputerPlayer7,63,60,3,0,0,0,0,0
100573,22,0,ComputerPlayer7,85,76,9,0,0,0,0,0
100623,14,0,ComputerPlayer7,58,57,1,0,0,0,0,0
100593,17,1,ComputerPlayer7,67,62,5,0,0,0,0,0
100632,10,0,ComputerPlayer7,15,15,0,0,0,0,0,0
100628,11,1,ComputerPlayer7,26,21,1,4,0,0,0,0
100627,12,0,ComputerPlayer7,31,26,4,1,0,0,0,0
100630,8,0,ComputerPlayer7,23,22,1,0,0,0,0,0
100599,24,0,ComputerPlayer7,53,42,8,3,0,0,0,0
100616,24,0,ComputerPlayer7,51,47,3,1,0,0,0,0
100643,8,0,ComputerPlayer7,11,10,0,1,0,0,0,0
100588,21,1,ComputerPlayer7,85,79,4,2,0,0,0,0
100646,12,0,ComputerPlayer7,11,10,0,1,0,0,0,0
100650,10,0,ComputerPlayer7,21,19,2,0,0,0,0,0
100633,10,0,ComputerPlayer7,29,28,1,0,0,0,0,0
100598,22,0,ComputerPlayer7,73,68,5,0,0,0,0,0
