episode,turns,won,opponent_type,rl_total,rl_action_head,rl_target_head,rl_card_select_head,opp_total,opp_action_head,opp_target_head,opp_card_select_head
96864,18,0,ComputerPlayer7,35,32,3,0,0,0,0,0
96847,24,0,ComputerPlayer7,72,68,2,2,0,0,0,0
96878,16,0,ComputerPlayer7,37,37,0,0,0,0,0,0
96873,16,0,ComputerPlayer7,27,25,2,0,0,0,0,0
96841,16,0,ComputerPlayer7,72,70,2,0,0,0,0,0
96879,13,1,ComputerPlayer7,30,24,1,5,0,0,0,0
96865,10,0,ComputerPlayer7,52,51,1,0,0,0,0,0
96866,15,1,ComputerPlayer7,45,41,4,0,0,0,0,0
96795,41,0,ComputerPlayer7,161,147,9,5,0,0,0,0
96901,14,0,ComputerPlayer7,0,0,0,0,0,0,0,0
96867,27,1,ComputerPlayer7,64,61,3,0,0,0,0,0
96854,25,1,ComputerPlayer7,77,68,5,4,0,0,0,0
96844,22,0,ComputerPlayer7,68,65,3,0,0,0,0,0
96883,12,0,ComputerPlayer7,41,35,4,2,0,0,0,0
96875,16,0,ComputerPlayer7,41,36,5,0,0,0,0,0
96851,18,0,ComputerPlayer7,72,60,9,3,0,0,0,0
96896,12,0,ComputerPlayer7,16,12,2,2,0,0,0,0
96859,16,0,ComputerPlayer7,69,65,4,0,0,0,0,0
96898,12,0,ComputerPlayer7,15,14,0,1,0,0,0,0
96849,44,0,ComputerPlayer7,85,81,4,0,0,0,0,0
96766,28,0,ComputerPlayer7,158,145,8,5,0,0,0,0
96889,16,0,ComputerPlayer7,37,33,0,4,0,0,0,0
96885,18,0,ComputerPlayer7,25,22,3,0,0,0,0,0
96838,35,1,ComputerPlayer7,109,93,7,9,0,0,0,0
96893,17,1,ComputerPlayer7,40,36,0,4,0,0,0,0
96899,14,0,ComputerPlayer7,28,25,2,1,0,0,0,0
96904,12,0,ComputerPlayer7,20,18,1,1,0,0,0,0
96890,15,1,ComputerPlayer7,41,38,1,2,0,0,0,0
96894,14,0,ComputerPlayer7,36,34,2,0,0,0,0,0
96910,14,0,ComputerPlayer7,10,10,0,0,0,0,0,0
96790,38,0,ComputerPlayer7,175,162,8,5,0,0,0,0
96882,21,1,ComputerPlayer7,61,46,3,12,0,0,0,0
96862,12,0,ComputerPlayer7,71,69,2,0,0,0,0,0
96855,18,0,ComputerPlayer7,76,74,2,0,0,0,0,0
96908,13,1,ComputerPlayer7,22,21,0,1,0,0,0,0
96892,19,1,ComputerPlayer7,46,38,6,2,0,0,0,0
96905,12,0,ComputerPlayer7,32,29,3,0,0,0,0,0
96789,30,0,ComputerPlayer7,184,172,6,6,0,0,0,0
96853,24,0,ComputerPlayer7,78,68,9,1,0,0,0,0
96909,16,0,ComputerPlayer7,17,15,2,0,0,0,0,0
96845,33,1,ComputerPlayer7,92,75,15,2,0,0,0,0
96924,12,0,ComputerPlayer7,31,30,1,0,0,0,0,0
96876,26,0,ComputerPlayer7,75,67,8,0,0,0,0,0
96868,21,1,ComputerPlayer7,82,71,7,4,0,0,0,0
96920,12,0,ComputerPlayer7,27,26,1,0,0,0,0,0
96887,24,0,ComputerPlayer7,87,84,3,0,0,0,0,0
96861,20,0,ComputerPlayer7,108,93,13,2,0,0,0,0
96886,20,0,ComputerPlayer7,77,69,6,2,0,0,0,0
96888,24,0,ComputerPlayer7,76,63,4,9,0,0,0,0
96880,24,0,ComputerPlayer7,74,72,2,0,0,0,0,0
96891,19,1,ComputerPlayer7,64,54,7,3,0,0,0,0
96806,44,0,ComputerPlayer7,190,162,10,18,0,0,0,0
96912,14,0,ComputerPlayer7,41,37,4,0,0,0,0,0
96917,12,0,ComputerPlayer7,31,26,5,0,0,0,0,0
96836,30,0,ComputerPlayer7,132,125,7,0,0,0,0,0
96918,20,0,ComputerPlayer7,39,31,5,3,0,0,0,0
96900,16,0,ComputerPlayer7,54,46,4,4,0,0,0,0
96915,23,1,ComputerPlayer7,38,37,1,0,0,0,0,0
96933,14,0,ComputerPlayer7,28,25,1,2,0,0,0,0
96942,14,0,ComputerPlayer7,16,11,5,0,0,0,0,0
96895,16,0,ComputerPlayer7,68,61,6,1,0,0,0,0
96884,17,1,ComputerPlayer7,72,68,3,1,0,0,0,0
96932,12,0,ComputerPlayer7,24,24,0,0,0,0,0,0
96928,14,0,ComputerPlayer7,34,33,1,0,0,0,0,0
96919,15,1,ComputerPlayer7,39,34,3,2,0,0,0,0
96913,17,1,ComputerPlayer7,47,42,1,4,0,0,0,0
96903,26,0,ComputerPlayer7,73,62,9,2,0,0,0,0
96916,15,1,ComputerPlayer7,52,48,4,0,0,0,0,0
96897,26,0,ComputerPlayer7,78,61,11,6,0,0,0,0
96921,14,0,ComputerPlayer7,63,58,1,4,0,0,0,0
96940,14,0,ComputerPlayer7,35,31,0,4,0,0,0,0
96945,16,0,ComputerPlayer7,30,27,3,0,0,0,0,0
96902,24,0,ComputerPlayer7,85,65,8,12,0,0,0,0
96936,30,0,ComputerPlayer7,42,42,0,0,0,0,0,0
96914,13,1,ComputerPlayer7,52,51,1,0,0,0,0,0
96957,13,1,ComputerPlayer7,25,20,3,2,0,0,0,0
96949,16,0,ComputerPlayer7,32,32,0,0,0,0,0,0
96923,19,1,ComputerPlayer7,61,55,5,1,0,0,0,0
96939,18,0,ComputerPlayer7,38,37,1,0,0,0,0,0
96934,13,1,ComputerPlayer7,57,55,2,0,0,0,0,0
96952,13,1,ComputerPlayer7,43,38,3,2,0,0,0,0
96950,14,0,ComputerPlayer7,34,32,2,0,0,0,0,0
96906,19,1,ComputerPlayer7,97,92,1,4,0,0,0,0
96967,8,0,ComputerPlayer7,12,12,0,0,0,0,0,0
96937,10,0,ComputerPlayer7,55,45,9,1,0,0,0,0
96874,29,1,ComputerPlayer7,141,123,12,6,0,0,0,0
96881,26,0,ComputerPlayer7,104,77,8,19,0,0,0,0
96935,12,0,ComputerPlayer7,57,54,3,0,0,0,0,0
96943,14,0,ComputerPlayer7,47,45,2,0,0,0,0,0
96961,14,0,ComputerPlayer7,19,16,3,0,0,0,0,0
96833,33,1,ComputerPlayer7,190,174,14,2,0,0,0,0
96964,12,0,ComputerPlayer7,17,17,0,0,0,0,0,0
96925,20,0,ComputerPlayer7,69,67,2,0,0,0,0,0
96938,22,0,ComputerPlayer7,67,56,6,5,0,0,0,0
96871,47,0,ComputerPlayer7,183,170,8,5,0,0,0,0
96927,22,0,ComputerPlayer7,67,59,3,5,0,0,0,0
96955,14,0,ComputerPlayer7,35,32,3,0,0,0,0,0
96941,23,1,ComputerPlayer7,57,50,3,4,0,0,0,0
96946,12,0,ComputerPlayer7,65,61,2,2,0,0,0,0
96979,14,0,ComputerPlayer7,9,7,0,2,0,0,0,0
96956,17,1,ComputerPlayer7,64,63,1,0,0,0,0,0
96926,19,1,ComputerPlayer7,79,71,4,4,0,0,0,0
96969,14,0,ComputerPlayer7,30,29,1,0,0,0,0,0
96995,14,0,ComputerPlayer7,0,0,0,0,0,0,0,0
96960,17,1,ComputerPlayer7,53,50,1,2,0,0,0,0
96929,25,1,ComputerPlayer7,56,54,2,0,0,0,0,0
96978,14,0,ComputerPlayer7,20,17,3,0,0,0,0,0
96962,14,0,ComputerPlayer7,29,28,1,0,0,0,0,0
96965,13,1,ComputerPlayer7,31,30,0,1,0,0,0,0
96930,20,0,ComputerPlayer7,84,73,8,3,0,0,0,0
96972,10,0,ComputerPlayer7,35,33,2,0,0,0,0,0
96944,17,1,ComputerPlayer7,78,76,2,0,0,0,0,0
96970,21,1,ComputerPlayer7,32,26,6,0,0,0,0,0
96953,16,0,ComputerPlayer7,46,43,3,0,0,0,0,0
96977,10,0,ComputerPlayer7,26,25,1,0,0,0,0,0
96993,16,0,ComputerPlayer7,8,8,0,0,0,0,0,0
96966,15,1,ComputerPlayer7,47,45,2,0,0,0,0,0
96983,15,1,ComputerPlayer7,24,23,1,0,0,0,0,0
96974,14,0,ComputerPlayer7,36,31,4,1,0,0,0,0
96989,10,0,ComputerPlayer7,20,17,2,1,0,0,0,0
96907,32,0,ComputerPlayer7,127,109,7,11,0,0,0,0
96980,14,0,ComputerPlayer7,24,18,4,2,0,0,0,0
96954,16,0,ComputerPlayer7,79,75,4,0,0,0,0,0
96981,13,1,ComputerPlayer7,32,28,0,4,0,0,0,0
96976,14,0,ComputerPlayer7,51,49,1,1,0,0,0,0
96951,24,0,ComputerPlayer7,69,56,11,2,0,0,0,0
96931,17,1,ComputerPlayer7,83,80,3,0,0,0,0,0
96992,22,0,ComputerPlayer7,14,10,4,0,0,0,0,0
96982,15,1,ComputerPlayer7,27,26,1,0,0,0,0,0
96958,19,1,ComputerPlayer7,60,55,3,2,0,0,0,0
97001,16,0,ComputerPlayer7,23,19,0,4,0,0,0,0
96996,11,0,ComputerPlayer7,26,23,3,0,0,0,0,0
96911,20,0,ComputerPlayer7,109,107,2,0,0,0,0,0
96987,12,0,ComputerPlayer7,35,34,1,0,0,0,0,0
96990,14,0,ComputerPlayer7,39,32,5,2,0,0,0,0
97010,15,1,ComputerPlayer7,25,25,0,0,0,0,0,0
97014,13,1,ComputerPlayer7,20,15,3,2,0,0,0,0
96963,24,0,ComputerPlayer7,72,66,3,3,0,0,0,0
96986,12,0,ComputerPlayer7,37,34,3,0,0,0,0,0
96922,42,0,ComputerPlayer7,129,106,10,13,0,0,0,0
96968,35,1,ComputerPlayer7,65,60,0,5,0,0,0,0
96872,41,1,ComputerPlayer7,164,141,12,11,0,0,0,0
96959,17,1,ComputerPlayer7,79,66,12,1,0,0,0,0
97013,13,1,ComputerPlayer7,36,25,2,9,0,0,0,0
96998,13,1,ComputerPlayer7,53,50,1,2,0,0,0,0
97022,16,0,ComputerPlayer7,22,20,2,0,0,0,0,0
97017,16,0,ComputerPlayer7,41,39,2,0,0,0,0,0
96999,17,1,ComputerPlayer7,37,34,2,1,0,0,0,0
97003,11,1,ComputerPlayer7,48,46,2,0,0,0,0,0
96947,32,0,ComputerPlayer7,97,90,5,2,0,0,0,0
97002,16,0,ComputerPlayer7,49,39,2,8,0,0,0,0
97005,18,0,ComputerPlayer7,45,43,2,0,0,0,0,0
97021,10,0,ComputerPlayer7,33,30,1,2,0,0,0,0
97004,17,1,ComputerPlayer7,58,52,4,2,0,0,0,0
96991,30,0,ComputerPlayer7,66,66,0,0,0,0,0,0
97011,19,1,ComputerPlayer7,42,36,0,6,0,0,0,0
97008,23,1,ComputerPlayer7,48,41,2,5,0,0,0,0
97031,11,1,ComputerPlayer7,26,24,2,0,0,0,0,0
97020,14,0,ComputerPlayer7,44,38,6,0,0,0,0,0
97019,11,1,ComputerPlayer7,43,42,1,0,0,0,0,0
96984,30,0,ComputerPlayer7,76,71,5,0,0,0,0,0
97018,18,0,ComputerPlayer7,50,45,3,2,0,0,0,0
97034,19,1,ComputerPlayer7,27,27,0,0,0,0,0,0
97038,28,0,ComputerPlayer7,20,14,2,4,0,0,0,0
96973,30,0,ComputerPlayer7,87,73,12,2,0,0,0,0
97027,14,0,ComputerPlayer7,25,20,2,3,0,0,0,0
97032,13,1,ComputerPlayer7,32,30,2,0,0,0,0,0
97039,12,0,ComputerPlayer7,21,21,0,0,0,0,0,0
97024,24,0,ComputerPlayer7,38,36,2,0,0,0,0,0
96948,25,1,ComputerPlayer7,152,138,12,2,0,0,0,0
97012,18,0,ComputerPlayer7,56,44,2,10,0,0,0,0
97054,12,0,ComputerPlayer7,11,11,0,0,0,0,0,0
97036,14,0,ComputerPlayer7,28,27,1,0,0,0,0,0
97016,16,0,ComputerPlayer7,39,37,2,0,0,0,0,0
97058,10,0,ComputerPlayer7,12,8,2,2,0,0,0,0
97009,16,0,ComputerPlayer7,65,62,3,0,0,0,0,0
97035,14,0,ComputerPlayer7,30,28,2,0,0,0,0,0
97025,18,0,ComputerPlayer7,62,61,1,0,0,0,0,0
97028,23,1,ComputerPlayer7,62,53,2,7,0,0,0,0
97037,18,0,ComputerPlayer7,40,34,4,2,0,0,0,0
97006,22,0,ComputerPlayer7,65,56,7,2,0,0,0,0
97061,12,0,ComputerPlayer7,16,16,0,0,0,0,0,0
96975,29,1,ComputerPlayer7,88,84,3,1,0,0,0,0
97063,10,0,ComputerPlayer7,32,32,0,0,0,0,0,0
97051,16,0,ComputerPlayer7,32,27,4,1,0,0,0,0
97057,20,0,ComputerPlayer7,39,34,4,1,0,0,0,0
97053,15,1,ComputerPlayer7,37,30,6,1,0,0,0,0
96997,18,0,ComputerPlayer7,83,79,4,0,0,0,0,0
97056,16,0,ComputerPlayer7,34,26,3,5,0,0,0,0
97040,19,1,ComputerPlayer7,64,59,1,4,0,0,0,0
97072,10,0,ComputerPlayer7,23,20,3,0,0,0,0,0
97050,18,0,ComputerPlayer7,55,42,4,9,0,0,0,0
97042,20,0,ComputerPlayer7,69,62,2,5,0,0,0,0
97033,12,0,ComputerPlayer7,58,55,3,0,0,0,0,0
97076,14,0,ComputerPlayer7,14,14,0,0,0,0,0,0
97026,14,0,ComputerPlayer7,83,76,5,2,0,0,0,0
96985,16,0,ComputerPlayer7,86,84,2,0,0,0,0,0
97062,12,0,ComputerPlayer7,49,48,1,0,0,0,0,0
97067,16,0,ComputerPlayer7,42,40,2,0,0,0,0,0
97047,19,1,ComputerPlayer7,75,67,6,2,0,0,0,0
97074,8,0,ComputerPlayer7,38,36,1,1,0,0,0,0
97060,16,0,ComputerPlayer7,55,54,1,0,0,0,0,0
96988,31,1,ComputerPlayer7,106,99,7,0,0,0,0,0
96971,36,0,ComputerPlayer7,142,127,11,4,0,0,0,0
97093,12,0,ComputerPlayer7,0,0,0,0,0,0,0,0
97030,26,0,ComputerPlayer7,74,65,7,2,0,0,0,0
97015,34,0,ComputerPlayer7,110,104,2,4,0,0,0,0
97029,19,1,ComputerPlayer7,98,95,3,0,0,0,0,0
96994,34,0,ComputerPlayer7,112,97,10,5,0,0,0,0
97069,16,0,ComputerPlayer7,53,46,3,4,0,0,0,0
97088,8,0,ComputerPlayer7,32,30,2,0,0,0,0,0
97000,29,1,ComputerPlayer7,100,89,11,0,0,0,0,0
97064,20,0,ComputerPlayer7,49,38,4,7,0,0,0,0
97045,18,0,ComputerPlayer7,49,45,3,1,0,0,0,0
97092,8,0,ComputerPlayer7,13,8,4,1,0,0,0,0
97087,12,0,ComputerPlayer7,17,17,0,0,0,0,0,0
97041,14,0,ComputerPlayer7,79,77,2,0,0,0,0,0
97075,15,1,ComputerPlayer7,33,30,0,3,0,0,0,0
97099,8,0,ComputerPlayer7,9,9,0,0,0,0,0,0
97080,18,0,ComputerPlayer7,35,33,2,0,0,0,0,0
97089,10,0,ComputerPlayer7,18,15,2,1,0,0,0,0
97048,16,0,ComputerPlayer7,64,61,3,0,0,0,0,0
97066,17,1,ComputerPlayer7,64,56,5,3,0,0,0,0
97095,11,1,ComputerPlayer7,19,17,0,2,0,0,0,0
97065,16,0,ComputerPlayer7,72,68,4,0,0,0,0,0
97059,14,0,ComputerPlayer7,68,64,4,0,0,0,0,0
97055,22,0,ComputerPlayer7,75,71,4,0,0,0,0,0
97084,13,1,ComputerPlayer7,27,27,0,0,0,0,0,0
97085,16,0,ComputerPlayer7,36,32,3,1,0,0,0,0
97070,17,1,ComputerPlayer7,53,42,8,3,0,0,0,0
97083,17,1,ComputerPlayer7,35,33,2,0,0,0,0,0
97090,17,1,ComputerPlayer7,27,27,0,0,0,0,0,0
97100,14,0,ComputerPlayer7,28,28,0,0,0,0,0,0
97077,16,0,ComputerPlayer7,31,27,3,1,0,0,0,0
97102,16,0,ComputerPlayer7,15,15,0,0,0,0,0,0
97118,10,0,ComputerPlayer7,27,27,0,0,0,0,0,0
97082,22,0,ComputerPlayer7,53,45,4,4,0,0,0,0
97068,21,1,ComputerPlayer7,73,66,5,2,0,0,0,0
97112,16,0,ComputerPlayer7,36,36,0,0,0,0,0,0
97046,24,0,ComputerPlayer7,90,73,8,9,0,0,0,0
97071,14,0,ComputerPlayer7,67,65,2,0,0,0,0,0
97110,12,0,ComputerPlayer7,36,35,0,1,0,0,0,0
97081,18,0,ComputerPlayer7,33,26,7,0,0,0,0,0
97052,25,0,ComputerPlayer7,69,65,4,0,0,0,0,0
97117,14,0,ComputerPlayer7,24,16,2,6,0,0,0,0
97078,20,0,ComputerPlayer7,61,57,4,0,0,0,0,0
97049,20,0,ComputerPlayer7,95,92,3,0,0,0,0,0
97109,14,0,ComputerPlayer7,24,21,3,0,0,0,0,0
97103,16,0,ComputerPlayer7,38,37,1,0,0,0,0,0
97086,20,0,ComputerPlayer7,55,53,2,0,0,0,0,0
97105,13,1,ComputerPlayer7,40,32,5,3,0,0,0,0
97091,22,0,ComputerPlayer7,77,73,2,2,0,0,0,0
97073,14,0,ComputerPlayer7,62,57,5,0,0,0,0,0
97120,13,0,ComputerPlayer7,28,24,2,2,0,0,0,0
97122,14,0,ComputerPlayer7,32,31,0,1,0,0,0,0
97115,12,0,ComputerPlayer7,41,40,1,0,0,0,0,0
97104,12,0,ComputerPlayer7,53,49,0,4,0,0,0,0
97096,14,0,ComputerPlayer7,56,54,2,0,0,0,0,0
97125,20,0,ComputerPlayer7,29,27,2,0,0,0,0,0
97124,16,0,ComputerPlayer7,40,36,2,2,0,0,0,0
97142,10,0,ComputerPlayer7,28,28,0,0,0,0,0,0
97007,73,0,ComputerPlayer7,195,181,6,8,0,0,0,0
97043,28,0,ComputerPlayer7,132,126,5,1,0,0,0,0
97121,14,0,ComputerPlayer7,48,45,2,1,0,0,0,0
97101,18,0,ComputerPlayer7,53,44,1,8,0,0,0,0
97140,14,0,ComputerPlayer7,12,12,0,0,0,0,0,0
97126,16,0,ComputerPlayer7,41,39,2,0,0,0,0,0
97137,19,1,ComputerPlayer7,37,37,0,0,0,0,0,0
97152,12,0,ComputerPlayer7,11,9,2,0,0,0,0,0
97135,16,0,ComputerPlayer7,43,40,3,0,0,0,0,0
97144,11,1,ComputerPlayer7,22,22,0,0,0,0,0,0
97148,14,0,ComputerPlayer7,19,16,2,1,0,0,0,0
97107,14,0,ComputerPlayer7,43,43,0,0,0,0,0,0
97127,17,1,ComputerPlayer7,55,50,5,0,0,0,0,0
97111,17,1,ComputerPlayer7,63,50,9,4,0,0,0,0
97138,12,0,ComputerPlayer7,38,28,2,8,0,0,0,0
97155,10,0,ComputerPlayer7,14,14,0,0,0,0,0,0
97153,22,0,ComputerPlayer7,4,4,0,0,0,0,0,0
97131,20,0,ComputerPlayer7,53,42,5,6,0,0,0,0
97145,14,0,ComputerPlayer7,34,33,1,0,0,0,0,0
97106,24,0,ComputerPlayer7,55,52,1,2,0,0,0,0
97094,18,0,ComputerPlayer7,102,97,5,0,0,0,0,0
97113,20,0,ComputerPlayer7,76,71,5,0,0,0,0,0
97097,19,1,ComputerPlayer7,68,57,10,1,0,0,0,0
97079,30,0,ComputerPlayer7,107,94,4,9,0,0,0,0
97108,24,0,ComputerPlayer7,89,82,4,3,0,0,0,0
97129,12,0,ComputerPlayer7,66,65,1,0,0,0,0,0
97128,12,0,ComputerPlayer7,63,57,1,5,0,0,0,0
97168,10,0,ComputerPlayer7,15,13,2,0,0,0,0,0
97151,28,0,ComputerPlayer7,28,28,0,0,0,0,0,0
97098,16,0,ComputerPlayer7,66,65,1,0,0,0,0,0
97171,14,0,ComputerPlayer7,27,27,0,0,0,0,0,0
97136,28,0,ComputerPlayer7,68,63,4,1,0,0,0,0
97160,16,0,ComputerPlayer7,27,27,0,0,0,0,0,0
97134,20,0,ComputerPlayer7,76,64,2,10,0,0,0,0
97023,20,0,ComputerPlayer7,123,119,4,0,0,0,0,0
97175,12,0,ComputerPlayer7,27,27,0,0,0,0,0,0
97044,32,0,ComputerPlayer7,150,143,6,1,0,0,0,0
97179,8,0,ComputerPlayer7,21,21,0,0,0,0,0,0
97185,16,0,ComputerPlayer7,6,6,0,0,0,0,0,0
97132,13,1,ComputerPlayer7,58,57,1,0,0,0,0,0
97139,26,0,ComputerPlayer7,56,54,2,0,0,0,0,0
97180,10,0,ComputerPlayer7,14,11,0,3,0,0,0,0
97116,28,0,ComputerPlayer7,78,74,4,0,0,0,0,0
97141,10,0,ComputerPlayer7,53,52,1,0,0,0,0,0
97130,16,0,ComputerPlayer7,76,73,3,0,0,0,0,0
97149,20,0,ComputerPlayer7,57,55,2,0,0,0,0,0
97159,13,1,ComputerPlayer7,39,39,0,0,0,0,0,0
97169,10,0,ComputerPlayer7,35,33,1,1,0,0,0,0
97181,14,0,ComputerPlayer7,31,29,2,0,0,0,0,0
97174,17,1,ComputerPlayer7,40,36,3,1,0,0,0,0
97147,18,0,ComputerPlayer7,48,46,2,0,0,0,0,0
97202,12,0,ComputerPlayer7,27,27,0,0,0,0,0,0
97143,31,1,ComputerPlayer7,86,79,4,3,0,0,0,0
97114,22,0,ComputerPlayer7,74,70,4,0,0,0,0,0
97188,10,0,ComputerPlayer7,22,22,0,0,0,0,0,0
97157,16,0,ComputerPlayer7,69,66,3,0,0,0,0,0
97190,18,0,ComputerPlayer7,34,33,1,0,0,0,0,0
97178,14,0,ComputerPlayer7,49,48,1,0,0,0,0,0
97133,22,0,ComputerPlayer7,81,73,4,4,0,0,0,0
97192,13,1,ComputerPlayer7,27,24,1,2,0,0,0,0
97199,12,0,ComputerPlayer7,19,16,2,1,0,0,0,0
97170,18,0,ComputerPlayer7,37,33,4,0,0,0,0,0
97161,17,1,ComputerPlayer7,53,45,6,2,0,0,0,0
97154,18,0,ComputerPlayer7,68,63,3,2,0,0,0,0
97177,20,0,ComputerPlayer7,53,44,4,5,0,0,0,0
97146,18,0,ComputerPlayer7,73,68,5,0,0,0,0,0
97173,12,0,ComputerPlayer7,44,42,1,1,0,0,0,0
97186,11,1,ComputerPlayer7,39,38,0,1,0,0,0,0
97158,21,1,ComputerPlayer7,74,72,2,0,0,0,0,0
97194,14,0,ComputerPlayer7,33,29,4,0,0,0,0,0
97197,13,1,ComputerPlayer7,35,31,2,2,0,0,0,0
97167,20,0,ComputerPlayer7,51,43,4,4,0,0,0,0
97165,15,1,ComputerPlayer7,67,67,0,0,0,0,0,0
97184,21,1,ComputerPlayer7,55,51,2,2,0,0,0,0
97123,34,0,ComputerPlayer7,101,99,2,0,0,0,0,0
97172,22,0,ComputerPlayer7,85,83,1,1,0,0,0,0
97220,10,0,ComputerPlayer7,21,20,0,1,0,0,0,0
97210,20,0,ComputerPlayer7,37,36,0,1,0,0,0,0
97193,16,0,ComputerPlayer7,27,25,2,0,0,0,0,0
97209,12,0,ComputerPlayer7,33,29,0,4,0,0,0,0
97176,12,0,ComputerPlayer7,47,46,1,0,0,0,0,0
97166,16,0,ComputerPlayer7,63,61,2,0,0,0,0,0
97226,8,0,ComputerPlayer7,22,19,2,1,0,0,0,0
97163,25,1,ComputerPlayer7,76,66,9,1,0,0,0,0
97205,11,1,ComputerPlayer7,53,52,1,0,0,0,0,0
97162,24,0,ComputerPlayer7,78,77,1,0,0,0,0,0
97191,21,1,ComputerPlayer7,73,61,1,11,0,0,0,0
97150,29,1,ComputerPlayer7,60,58,2,0,0,0,0,0
97225,8,0,ComputerPlayer7,26,25,1,0,0,0,0,0
97208,22,0,ComputerPlayer7,45,38,2,5,0,0,0,0
97211,12,0,ComputerPlayer7,43,40,3,0,0,0,0,0
97235,13,1,ComputerPlayer7,17,15,0,2,0,0,0,0
97216,23,1,ComputerPlayer7,43,43,0,0,0,0,0,0
97238,10,0,ComputerPlayer7,21,21,0,0,0,0,0,0
97219,10,0,ComputerPlayer7,27,24,2,1,0,0,0,0
97183,18,0,ComputerPlayer7,63,58,5,0,0,0,0,0
97217,10,0,ComputerPlayer7,36,35,1,0,0,0,0,0
97231,18,0,ComputerPlayer7,38,37,0,1,0,0,0,0
97201,13,1,ComputerPlayer7,68,68,0,0,0,0,0,0
97119,36,0,ComputerPlayer7,167,160,5,2,0,0,0,0
97224,16,0,ComputerPlayer7,37,36,1,0,0,0,0,0
97212,14,0,ComputerPlayer7,49,48,0,1,0,0,0,0
97250,12,0,ComputerPlayer7,5,5,0,0,0,0,0,0
97233,12,0,ComputerPlayer7,34,33,0,1,0,0,0,0
97164,28,0,ComputerPlayer7,105,100,4,1,0,0,0,0
97257,12,0,ComputerPlayer7,0,0,0,0,0,0,0,0
97200,16,0,ComputerPlayer7,79,77,1,1,0,0,0,0
97195,30,0,ComputerPlayer7,105,100,4,1,0,0,0,0
97228,22,0,ComputerPlayer7,60,56,2,2,0,0,0,0
97234,16,0,ComputerPlayer7,26,22,3,1,0,0,0,0
97213,13,1,ComputerPlayer7,70,65,1,4,0,0,0,0
97237,16,0,ComputerPlayer7,41,40,1,0,0,0,0,0
97243,13,1,ComputerPlayer7,35,34,1,0,0,0,0,0
97204,24,0,ComputerPlayer7,74,69,5,0,0,0,0,0
97222,24,0,ComputerPlayer7,61,58,1,2,0,0,0,0
97223,13,1,ComputerPlayer7,56,55,1,0,0,0,0,0
97214,23,1,ComputerPlayer7,78,70,4,4,0,0,0,0
97187,15,0,ComputerPlayer7,79,76,2,1,0,0,0,0
97230,14,0,ComputerPlayer7,53,50,2,1,0,0,0,0
97256,14,0,ComputerPlayer7,28,24,0,4,0,0,0,0
97221,22,0,ComputerPlayer7,74,67,7,0,0,0,0,0
97182,33,1,ComputerPlayer7,116,106,2,8,0,0,0,0
97264,10,0,ComputerPlayer7,19,19,0,0,0,0,0,0
97262,10,0,ComputerPlayer7,18,17,1,0,0,0,0,0
97259,13,1,ComputerPlayer7,38,34,3,1,0,0,0,0
97198,22,0,ComputerPlayer7,87,81,6,0,0,0,0,0
97236,22,0,ComputerPlayer7,65,61,4,0,0,0,0,0
97244,16,0,ComputerPlayer7,59,51,1,7,0,0,0,0
97189,19,1,ComputerPlayer7,102,95,7,0,0,0,0,0
97260,16,0,ComputerPlayer7,31,31,0,0,0,0,0,0
97239,14,0,ComputerPlayer7,62,60,2,0,0,0,0,0
97263,10,0,ComputerPlayer7,25,25,0,0,0,0,0,0
97251,27,1,ComputerPlayer7,42,40,2,0,0,0,0,0
97268,18,0,ComputerPlayer7,30,28,2,0,0,0,0,0
97249,20,0,ComputerPlayer7,46,45,1,0,0,0,0,0
97245,20,0,ComputerPlayer7,63,59,2,2,0,0,0,0
97272,12,0,ComputerPlayer7,14,12,1,1,0,0,0,0
97275,10,0,ComputerPlayer7,36,34,1,1,0,0,0,0
97240,14,0,ComputerPlayer7,61,60,1,0,0,0,0,0
97206,22,0,ComputerPlayer7,85,72,6,7,0,0,0,0
97258,13,1,ComputerPlayer7,53,50,1,2,0,0,0,0
97280,8,0,ComputerPlayer7,14,12,0,2,0,0,0,0
97265,19,1,ComputerPlayer7,58,53,0,5,0,0,0,0
97255,16,0,ComputerPlayer7,66,63,3,0,0,0,0,0
97287,10,0,ComputerPlayer7,30,30,0,0,0,0,0,0
97246,14,0,ComputerPlayer7,80,74,0,6,0,0,0,0
97278,22,0,ComputerPlayer7,27,26,1,0,0,0,0,0
97288,14,0,ComputerPlayer7,3,3,0,0,0,0,0,0
97203,16,0,ComputerPlayer7,114,104,4,6,0,0,0,0
97254,30,0,ComputerPlayer7,57,56,1,0,0,0,0,0
97232,14,0,ComputerPlayer7,58,57,0,1,0,0,0,0
97218,20,1,ComputerPlayer7,114,107,7,0,0,0,0,0
97261,20,0,ComputerPlayer7,72,67,4,1,0,0,0,0
97215,20,0,ComputerPlayer7,84,84,0,0,0,0,0,0
97285,12,0,ComputerPlayer7,28,25,2,1,0,0,0,0
97289,15,1,ComputerPlayer7,21,21,0,0,0,0,0,0
97253,24,0,ComputerPlayer7,61,52,7,2,0,0,0,0
97247,22,0,ComputerPlayer7,60,55,5,0,0,0,0,0
97295,10,0,ComputerPlayer7,16,11,0,5,0,0,0,0
97196,27,1,ComputerPlayer7,125,123,2,0,0,0,0,0
97252,14,0,ComputerPlayer7,71,68,3,0,0,0,0,0
